id,predicted_price
2591820310,403805.84
7974200820,785363.7
7701450110,1153473.2
9522300010,1411651.4
9510861140,682325.4
1761300310,294989.25
7732410120,801651.3
7010701383,617247.3
291310170,362535.8
4232901990,559124.25
6840701125,687561.44
3971700580,451258.8
4202400078,281417.88
6064800090,412842.1
2626119028,309533.12
3303980660,1006228.9
862000020,746164.4
2386000070,938302.06
1138000450,408407.66
1775800420,362535.8
2291401425,362535.8
2025770560,824991.94
3525069037,637280.7
9324800450,632544.44
8080400136,466169.8
8651540040,460193.38
9407001790,326551.97
1773101530,276666.78
9432900250,399347.34
1794500695,632160.94
2220069003,403925.22
923000120,542105.8
5728000060,540621.0
16000200,303689.8
1926059094,454135.84
6672900220,957317.7
3629860060,817913.2
1822069109,379341.94
6675500105,387577.06
249000180,1363514.4
226059065,362535.8
396100110,324144.25
9264450460,378367.12
7853361210,414012.3
9474700020,347528.56
421000455,274145.9
3755200220,406138.56
7960100075,402725.16
9477100490,405945.72
9138100350,985339.1
1624049275,403913.72
2770606890,367375.72
1157200189,382854.94
2770601800,384459.72
9301300805,475805.9
2325069032,1075087.6
1021079099,400308.97
7215730040,680761.5
1853200080,445332.53
3224600340,642171.1
3222049120,362535.8
2113700025,328687.78
7893207925,245076.7
3586501085,587185.6
8024200010,445200.06
7116500705,236635.25
1598600209,371618.97
7204200025,849039.7
4206901505,600256.8
2937300440,786408.44
7205000180,333114.6
8718500665,402758.22
5318101765,851836.2
4122700020,902230.7
8078700020,470443.84
3303980680,970075.9
8924100372,1109781.8
2781270210,269315.62
519000043,478722.56
3225069301,1214765.0
151000075,736768.4
2297400020,407663.6
6617500085,600854.75
104510180,274331.06
3528900060,971186.6
3345100286,562498.0
1226039130,403460.97
8712100720,737875.2
3037200010,414984.72
3626039268,425631.2
104510230,276251.25
5112800060,397655.4
6072400280,652845.2
5317100570,962033.0
9528102993,552873.8
2919201095,600629.0
6181400920,322015.2
185000161,295884.62
8691400010,727301.94
3345700165,494968.5
6151800486,264748.12
4340000080,1036043.6
4136960010,545043.06
3634100030,339902.47
1624059224,1138672.2
2788400090,306069.34
9828200762,487531.75
7524400250,555767.6
3528000290,686458.2
5700003630,1515099.0
2720069019,319414.78
7227501170,263954.47
2397101270,600381.6
6792100090,694502.2
2770602265,550321.5
3971700937,347070.2
422049203,264762.25
3076500830,292813.66
1423400260,320096.62
9161100795,391097.0
3126049052,565080.94
5100401468,407043.6
514500235,468116.66
1423200170,248783.75
1402100070,407229.97
624110020,660344.25
2407000145,251039.34
1890000225,839343.3
1320069271,330437.2
5490700085,406167.22
263000155,439908.4
3726800201,382854.25
5153200358,305240.9
2725079018,836147.6
7165700200,307155.38
9429000170,554409.25
8718500075,396328.0
1760650950,355546.1
1068000559,1152024.2
4113800500,610400.6
4077800507,503823.84
2725069150,692849.7
4008400035,636227.7
7016310270,365907.16
1432701230,273007.84
3278606050,414976.03
2473350710,390959.03
2185000685,245777.0
7792000025,377659.84
6868200029,444717.16
624069003,704587.8
7431500280,792136.5
3296000040,605937.06
1118001215,1116167.2
6453900040,729625.1
333100209,813614.06
34001765,618633.3
8946700100,363292.38
5561401210,594382.6
6671900095,398708.0
3275850020,678136.0
3876300600,408549.44
1450900020,300685.2
8562780280,389544.0
7663700973,397133.9
2126049032,407606.84
1823059159,256442.66
3438503426,293164.62
9297301495,563690.1
7140700850,367502.56
7942601805,778651.7
2555900030,401442.9
2887970040,319678.1
7419700010,614246.6
2239000011,412225.2
9283800050,360016.53
9407001340,343823.84
217500140,576828.75
7212660520,280232.53
3298201170,413504.06
3057000400,341029.78
6865200444,501105.9
6071600340,518354.6
6821600005,742521.4
1235100371,802975.0
7796450340,405856.7
3603000410,244209.28
9297300255,563334.4
9126100850,472238.28
2770601462,556060.3
2599001500,255681.75
1102000095,699874.5
1853080640,955577.4
9551201585,1031955.25
3438500796,315912.16
7518504291,533045.1
9269200340,382304.0
715010130,1280920.2
1982201485,634901.44
9526500080,416048.34
9277200180,399107.47
6669150280,342557.22
8917100153,542370.6
3760500516,1013991.2
2725069050,889977.75
3332000091,302999.56
8562770080,543342.9
8151601190,302056.12
8563040160,579965.2
240000269,742139.1
4307350200,374690.84
1311910300,306056.53
3574900030,507921.66
7853230570,372168.75
320069049,387273.34
9839301060,702746.44
7011201333,621361.44
2781320100,307243.84
3421069120,387796.7
7852030320,455338.84
5316101075,1309781.8
5309100750,601523.25
629000730,622393.44
511700170,337570.1
1562100030,596936.6
2489200230,529549.94
524069116,381390.0
5315100737,942893.0
1868900675,790152.1
1608000120,408856.56
705700240,397817.7
7575600610,301594.44
1778500015,672666.1
5423500240,237647.98
6713700025,378018.0
2734100734,339248.94
301402280,274343.1
2113700205,297926.16
4114601570,1514160.1
3332000615,312052.47
3630050180,407073.88
6852700520,528315.1
6870310010,627936.9
6163900981,357597.28
393000142,415832.53
1771100130,371236.4
1442860160,411469.53
9191200435,547359.0
6788200800,1001054.56
1115300070,658825.75
3176600105,649864.75
2770604665,638927.44
5469500580,415574.03
5680000545,380047.3
3424089119,528016.94
1328300180,343593.1
1773100922,399029.8
4123830480,367307.03
9808610190,981915.25
4250200140,313921.0
4217402115,1583911.0
3831250350,412484.75
2397101055,801191.2
6817850110,891017.1
7526800200,556030.56
7853370100,658362.25
2523089025,1021188.06
9476200680,310656.3
5714200140,432835.56
3575304895,446006.62
263000018,362535.8
8080400177,440355.84
6450304130,343828.44
514500090,536950.25
9477000300,415467.03
853600310,1216054.0
1951600240,251937.77
1099900120,371009.94
5323100120,408642.16
1223089016,404653.94
522059172,275243.56
1930300190,797635.5
9542840410,344657.72
8665050530,484347.1
5592900205,407165.5
5450300010,499207.5
2459960030,383114.28
3331500455,508436.34
3432500705,362535.8
3702900165,330454.2
5249803550,362535.8
626049058,394782.12
1788900380,235949.3
8075400360,259748.25
9113200250,805297.1
2738640040,666174.9
7821200307,556094.25
3530440140,283666.2
3582700130,446933.94
9276200569,674340.06
7197800020,584646.56
686200490,556204.56
3501600100,419522.6
6383000690,741936.7
7604400150,379574.25
5249801411,736269.7
2607720420,439758.28
9561100010,367670.8
1796370590,299273.66
4077800593,414794.8
854000165,262342.8
5536100010,751322.75
4188000670,740881.8
31000165,1236401.5
662350050,990218.8
4137000280,292257.38
6169901130,1042800.06
1953400510,291578.66
7518506716,975770.94
1552520010,391681.53
7955080270,334102.16
9212900100,546732.94
3438500798,295726.1
7899800890,265303.62
4319200605,413908.88
1329300480,414264.28
8935100100,764717.8
5016001260,414552.8
4337600280,324339.03
1446401220,240430.05
7135521530,577447.44
6888900115,304988.94
2413301070,324782.9
345700040,294858.72
5566100145,468903.94
7634800070,386138.25
9346910500,637865.6
3529300060,358254.06
8128600060,892131.1
8572900275,299605.5
4139420590,1317094.4
9274200322,639195.56
1472700200,535860.6
8820903380,549520.1
8563010130,874660.5
8965450110,832525.7
9274204230,384719.4
8165501700,403432.5
2193340260,480962.1
1860600290,958766.75
1222000055,238889.11
2492200280,410261.9
2488200455,371724.62
809001520,1002910.25
1796361140,283981.8
6398000011,846313.7
6813600365,534336.9
7504100920,806297.7
8835770330,650477.4
524059322,816885.8
4307330280,413523.78
1245002952,853431.44
2021069059,302755.2
5700000595,652191.75
3629970930,676683.6
3336002215,297517.84
5100401060,660760.0
3278600750,368393.8
1126069045,994551.44
7568700175,362157.06
452001475,561107.1
9283800230,434828.94
1737300130,549247.7
6189600040,483952.78
3679400025,400919.5
1096100010,365184.12
9513900050,280375.28
5452800645,632701.3
273800100,277074.97
7228500037,431791.66
808300090,457134.94
2493200215,621193.2
5035300255,808971.9
3380900160,378775.1
3630000130,371225.1
7300400670,337275.97
6798100070,398094.03
8078400010,432594.56
5566100060,474318.12
2768200212,497382.7
4035900060,604026.2
9460000110,350884.8
7199320190,480886.9
2225039081,437843.3
9512200050,598837.7
2634500085,360679.1
3654800200,322267.1
2724079090,1135497.2
2597520720,759629.7
3034200426,393783.44
984000130,347848.88
7852020670,428808.28
7923500060,669956.8
2310030510,324911.16
2205500540,488700.22
2493200015,383250.94
7853361420,565157.5
5652600605,503342.66
5285200020,319190.1
9406530150,410192.25
5706300020,362535.8
3278602490,438788.0
7197000100,529777.3
4447300008,597345.5
7899800045,245203.42
9250900095,372651.06
9268851740,582548.4
8682261440,362557.94
7284900385,840880.0
8079040300,370056.56
2225300585,381320.9
3223039013,472143.7
2013801350,266804.72
4055701110,836412.4
3578401770,389309.28
4046500720,528384.7
6145601745,438453.34
5207200195,669862.2
1972201856,601322.5
7212680080,284263.6
7277100510,654146.5
522079022,556525.0
5605000440,868849.25
6632300230,374229.44
8815400165,576000.94
6708200320,523199.9
2426059076,570271.7
3260200200,520627.6
2770601741,371573.6
4338800500,264370.7
9201000320,689275.0
7655900038,410128.88
3625059140,562536.6
4222310010,258511.66
2114700115,397810.16
3291800710,379651.0
9406590010,364728.88
3025059124,1443695.0
7972601250,401051.06
930000470,980777.1
6690500060,569431.44
16000015,246433.25
5693501102,565352.6
8079040490,369181.66
7225000155,370902.38
8819900170,735876.56
7972601270,332916.4
1224069074,823800.06
5126900321,394289.94
3438501860,332716.47
2822069080,383387.66
1656600310,548670.75
3856900507,1146174.6
1626069139,378098.78
2524049257,981610.0
3904960150,569560.75
7214820610,400456.38
7977201845,549062.3
2428100080,803259.94
2202500135,457651.38
1523550220,723309.44
2313900610,397441.53
4123840050,411740.38
2125059124,1004924.7
